Year,quarter,city1,city2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
1996,1,"Seattle, WA","Washington, DC (Metropolitan Area)",SEA,BWI,2335,166,249.41,UA,0.35,230.52,UA,0.35,230.52,"47.603229, -122.33028","38.892062, -77.019912"
1993,2,"Albany, NY","Los Angeles, CA (Metropolitan Area)",ALB,ONT,2467,17,268.46,AA,0.49,262.03,AA,0.49,262.03,"42.651242, -73.755418","34.052238, -118.243344"
1993,3,"Miami, FL (Metropolitan Area)","New York City, NY (Metropolitan Area)",FLL,ISP,1139,329,123.42,KW,0.8,121.63,CO,0.01,117.82,"44.977479, -93.264346","40.123164, -75.333718"
1993,2,"Detroit, MI","Indianapolis, IN",DTW,IND,252,388,185.06,NW,0.91,190.37,WN,0.05,74.09,"42.332916, -83.047853","39.76845, -86.156212"
1996,4,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",OAK,DCA,2457,56,316.81,UA,0.48,358.8,DL,0.13,254.89,"37.78008, -122.420168","38.892062, -77.019912"
1996,3,"Las Vegas, NV","New York City, NY (Metropolitan Area)",LAS,HPN,2283,30,164.88,UA,0.59,168.0,UA,0.59,168.0,"36.169202, -115.140597","40.123164, -75.333718"
1993,4,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",MHT,PBI,1222,17,181.37,CO,0.4,166.89,CO,0.4,166.89,"42.358894, -71.056742","33.90976, -98.500854"
1993,2,"Sarasota/Bradenton, FL","Washington, DC (Metropolitan Area)",SRQ,BWI,880,54,160.86,DL,0.54,157.2,DL,0.54,157.2,"27.336483, -82.538602","38.892062, -77.019912"
1996,1,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",GSP,BWI,425,46,234.2,US,0.79,231.7,US,0.79,231.7,"44.513288, -88.013256","38.892062, -77.019912"
1994,1,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",LGA,WAS,265,1,134.91,US,0.46,139.75,DL,0.38,123.18,"40.123164, -75.333718","38.892062, -77.019912"
1993,4,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",PVD,TPA,1204,84,183.0,US,0.45,186.99,DL,0.19,168.7,"42.358894, -71.056742","37.8606, -78.804199"
1996,2,"Jacksonville, FL","New York City, NY (Metropolitan Area)",JAX,EWR,870,467,198.54,CO,0.86,198.5,CO,0.86,198.5,"30.325968, -81.65676","40.123164, -75.333718"
1996,3,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,1071,21,261.99,AA,0.39,270.24,DL,0.12,224.65,"61.096484, -160.967455","38.892062, -77.019912"
1996,2,"Boston, MA (Metropolitan Area)","Charlotte, NC",BOS,CLT,737,369,245.12,US,0.88,247.69,J7,0.03,159.94,"42.358894, -71.056742","35.222936, -80.840161"
1996,2,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",SNA,MSP,1536,200,346.43,NW,0.71,352.55,CO,0.01,126.6,"34.052238, -118.243344","44.977479, -93.264346"
1993,2,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",BDL,ONT,2527,52,268.52,AA,0.47,278.12,DL,0.12,252.38,"41.765775, -72.673356","34.052238, -118.243344"
1993,2,"Houston, TX","Oklahoma City, OK",EFD,OKC,423,1,121.87,CO,1.0,121.87,CO,1.0,121.87,"29.760803, -95.369506","35.468494, -97.521264"
1993,2,"Milwaukee, WI","New York City, NY (Metropolitan Area)",MKE,ISP,777,14,131.29,AA,0.53,127.19,US,0.42,116.95,"43.041072, -87.909421","40.123164, -75.333718"
1996,1,"Milwaukee, WI","San Francisco, CA (Metropolitan Area)",MKE,OAK,1845,18,307.05,HP,0.32,261.86,HP,0.32,261.86,"43.041072, -87.909421","37.78008, -122.420168"
1996,3,"Chicago, IL","Las Vegas, NV",CHI,LAS,1521,0,170.67,DL,0.5,145.85,DL,0.5,145.85,"41.775002, -87.696388","36.169202, -115.140597"
1996,4,"Memphis, TN","Miami, FL (Metropolitan Area)",MEM,FLL,860,87,133.67,DL,0.65,138.26,J7,0.17,106.1,"35.143378, -90.052136","44.977479, -93.264346"
1996,3,"Boston, MA (Metropolitan Area)","Pittsburgh, PA",MHT,PIT,496,60,179.93,US,0.95,178.06,RU,0.01,168.5,"42.358894, -71.056742","40.442169, -79.994945"
1993,1,"Houston, TX","Phoenix, AZ",EFD,PHX,1028,1,121.11,CO,1.0,121.11,CO,1.0,121.11,"29.760803, -95.369506","30.406931, -87.217578"
1996,1,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",COS,LAX,833,650,93.73,W7,0.64,87.01,W7,0.64,87.01,"38.835224, -104.819798","34.052238, -118.243344"
1996,4,"Melbourne, FL","Washington, DC (Metropolitan Area)",MLB,BWI,796,36,154.37,US,0.68,139.59,US,0.68,139.59,"28.079931, -80.603516","38.892062, -77.019912"
1993,1,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CLE,NYC,458,7,192.92,CO,0.92,188.62,CO,0.92,188.62,"41.505546, -81.6915","40.123164, -75.333718"
1993,4,"Boston, MA (Metropolitan Area)","Portland, OR",BOS,PDX,2537,177,309.41,UA,0.33,321.93,NW,0.18,280.78,"42.358894, -71.056742","45.516018, -122.681425"
1996,1,"Hartford, CT","Washington, DC (Metropolitan Area)",BDL,BWI,326,171,161.09,US,0.97,161.25,US,0.97,161.25,"41.765775, -72.673356","38.892062, -77.019912"
1996,4,"Kansas City, MO","Washington, DC (Metropolitan Area)",MCI,WAS,966,1,208.52,YX,0.91,216.8,US,0.08,117.5,"39.099792, -94.578559","38.892062, -77.019912"
1994,1,"Charleston, SC","Washington, DC (Metropolitan Area)",CHS,IAD,472,8,189.42,AA,0.32,157.97,AA,0.32,157.97,"32.77647, -79.931027","38.892062, -77.019912"
1993,1,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",MCI,OAK,1499,68,202.07,WN,0.31,143.58,WN,0.31,143.58,"39.099792, -94.578559","37.78008, -122.420168"
1996,1,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",SNA,SEA,978,638,145.53,AS,0.71,156.9,UA,0.13,104.88,"34.052238, -118.243344","47.603229, -122.33028"
1994,1,"Miami, FL (Metropolitan Area)","Nashville, TN",FLL,BNA,806,151,155.97,AA,0.7,148.59,AA,0.7,148.59,"44.977479, -93.264346","36.166687, -86.779932"
1993,2,"Dayton, OH","Los Angeles, CA (Metropolitan Area)",DAY,BUR,1925,5,237.18,AA,0.88,221.62,UA,0.02,158.8,"39.760982, -84.192203","34.052238, -118.243344"
1996,3,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",JAN,IAD,888,25,146.35,DL,0.67,150.35,TW,0.22,128.01,"30.325968, -81.65676","38.892062, -77.019912"
1993,1,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",ISP,SFO,2619,16,369.16,AA,0.5,324.82,US,0.18,316.04,"40.123164, -75.333718","37.78008, -122.420168"
1993,4,"Atlanta, GA (Metropolitan Area)","Houston, TX",ATL,IAH,696,453,238.42,DL,0.53,243.89,CO,0.43,222.66,"33.748547, -84.391502","29.760803, -95.369506"
1996,4,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",CAK,MIA,1080,6,190.55,US,0.7,162.36,US,0.7,162.36,"41.505546, -81.6915","44.977479, -93.264346"
1996,2,"Chicago, IL","Salt Lake City, UT",ORD,SLC,1258,490,210.07,DL,0.41,212.69,AA,0.26,193.9,"41.775002, -87.696388","40.758478, -111.888142"
1994,1,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",SFO,WAS,2457,7,246.0,CO,0.73,231.89,CO,0.73,231.89,"37.78008, -122.420168","38.892062, -77.019912"
1994,1,"Cleveland, OH (Metropolitan Area)","Denver, CO",CLE,DEN,1224,207,251.08,CO,0.52,273.75,UA,0.33,215.96,"41.505546, -81.6915","39.738453, -104.984853"
1993,2,"Buffalo, NY","New York City, NY (Metropolitan Area)",BUF,EWR,326,427,140.07,CO,0.55,142.53,US,0.42,133.87,"39.945422, -78.64671","40.123164, -75.333718"
1996,2,"Austin, TX","San Francisco, CA (Metropolitan Area)",AUS,SJC,1499,423,201.7,AA,0.79,212.43,WN,0.07,120.17,"30.264979, -97.746598","37.78008, -122.420168"
1993,3,"Indianapolis, IN","Miami, FL (Metropolitan Area)",IND,MIA,1021,136,147.19,US,0.63,137.11,US,0.63,137.11,"39.76845, -86.156212","44.977479, -93.264346"
1993,3,"Jacksonville, FL","New York City, NY (Metropolitan Area)",JAX,NYC,870,10,212.48,DL,0.88,195.69,DL,0.88,195.69,"30.325968, -81.65676","40.123164, -75.333718"
1996,2,"Jackson/Vicksburg, MS","Washington, DC (Metropolitan Area)",JAN,DCA,888,74,194.95,DL,0.46,249.18,TW,0.17,116.21,"30.325968, -81.65676","38.892062, -77.019912"
1996,2,"Detroit, MI","New York City, NY (Metropolitan Area)",DTW,HPN,540,215,243.39,NW,0.94,241.15,NW,0.94,241.15,"42.332916, -83.047853","40.123164, -75.333718"
1996,2,"Chicago, IL","Tulsa, OK",ORD,TUL,585,274,139.43,AA,0.96,138.23,AA,0.96,138.23,"41.775002, -87.696388","61.096484, -160.967455"
1996,1,"Houston, TX","San Diego, CA",HOU,SAN,1320,101,168.67,WN,0.84,162.41,WN,0.84,162.41,"29.760803, -95.369506","32.71576, -117.163817"
1996,2,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",BOS,SNA,2611,217,365.77,AA,0.35,360.88,AA,0.35,360.88,"42.358894, -71.056742","34.052238, -118.243344"
1994,1,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CAK,LGA,458,16,169.47,US,0.85,161.74,CO,0.03,108.38,"41.505546, -81.6915","40.123164, -75.333718"
1994,1,"Austin, TX","New York City, NY (Metropolitan Area)",AUS,LGA,1556,121,334.67,AA,0.54,362.13,CO,0.15,302.5,"30.264979, -97.746598","40.123164, -75.333718"
1994,1,"Charleston, SC","Washington, DC (Metropolitan Area)",CHS,DCA,472,124,151.31,US,0.83,149.34,AA,0.05,145.28,"32.77647, -79.931027","38.892062, -77.019912"
1993,1,"Denver, CO","Washington, DC (Metropolitan Area)",DEN,BWI,1503,287,255.63,UA,0.75,255.74,TW,0.01,172.35,"39.738453, -104.984853","38.892062, -77.019912"
1993,4,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",BUR,MSP,1536,19,266.91,UA,0.48,273.11,HP,0.38,231.29,"34.052238, -118.243344","44.977479, -93.264346"
1994,1,"Columbus, OH","New York City, NY (Metropolitan Area)",CMH,NYC,519,4,128.57,DL,0.68,111.27,DL,0.68,111.27,"39.962649, -82.996216","40.123164, -75.333718"
1993,2,"Norfolk, VA (Metropolitan Area)","St. Louis, MO",PHF,STL,784,14,219.15,US,0.93,214.06,US,0.93,214.06,"36.846164, -76.285913","38.630276, -90.200309"
1993,1,"Dallas/Fort Worth, TX","Oklahoma City, OK",DAL,OKC,181,287,65.98,WN,1.0,65.98,WN,1.0,65.98,"40.11086, -77.035636","35.468494, -97.521264"
1996,1,"Houston, TX","Oklahoma City, OK",IAH,OKC,419,218,99.9,CO,0.88,100.17,WN,0.07,87.25,"29.760803, -95.369506","35.468494, -97.521264"
1993,3,"Detroit, MI","Salt Lake City, UT",DTT,SLC,1489,2,252.67,DL,1.0,252.67,DL,1.0,252.67,"42.332916, -83.047853","40.758478, -111.888142"
1996,4,"Houston, TX","Los Angeles, CA (Metropolitan Area)",HOU,BUR,1397,40,156.71,WN,0.82,142.88,WN,0.82,142.88,"29.760803, -95.369506","34.052238, -118.243344"
1994,1,"New York City, NY (Metropolitan Area)","Orlando, FL",ISP,MCO,989,180,153.01,US,0.69,154.84,AA,0.22,143.12,"40.123164, -75.333718","28.538331, -81.378879"
1996,1,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",HPN,PHF,337,0,147.0,US,1.0,147.0,US,1.0,147.0,"40.123164, -75.333718","36.846164, -76.285913"
1996,3,"Miami, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",MIA,DCA,946,642,152.1,AA,0.82,152.61,CO,0.02,128.64,"44.977479, -93.264346","38.892062, -77.019912"
1993,3,"Madison, WI","New York City, NY (Metropolitan Area)",MSN,HPN,850,17,175.83,NW,0.69,162.72,NW,0.69,162.72,"43.073926, -89.385244","40.123164, -75.333718"
1996,1,"Colorado Springs, CO","Dallas/Fort Worth, TX",COS,DFW,592,487,95.17,AA,0.53,110.95,W7,0.32,66.0,"38.835224, -104.819798","40.11086, -77.035636"
1993,1,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",GRR,EWR,656,52,253.9,NW,0.4,267.96,CO,0.12,218.63,"47.925705, -97.036068","40.123164, -75.333718"
1994,1,"Columbus, OH","New York City, NY (Metropolitan Area)",CMH,LGA,519,347,122.2,US,0.78,120.86,HP,0.13,119.73,"39.962649, -82.996216","40.123164, -75.333718"
1993,1,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",LGB,RIC,2305,0,999.9,AA,0.5,1007.5,AA,0.5,1007.5,"34.052238, -118.243344","37.540759, -77.433932"
1996,1,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",ATL,TPA,406,1449,96.08,DL,0.41,118.44,J7,0.24,70.65,"33.748547, -84.391502","37.8606, -78.804199"
1993,3,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CAK,HPN,458,3,201.5,US,0.96,198.46,US,0.96,198.46,"41.505546, -81.6915","40.123164, -75.333718"
1993,4,"Portland, OR","Washington, DC (Metropolitan Area)",PDX,IAD,2358,79,315.32,UA,0.61,324.19,TW,0.01,172.23,"45.516018, -122.681425","38.892062, -77.019912"
1993,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",LAX,MIA,2342,947,263.97,AA,0.69,264.75,TW,0.01,214.46,"34.052238, -118.243344","44.977479, -93.264346"
1993,4,"Chicago, IL","Evansville, IN",ORD,EVV,273,100,197.28,AA,0.96,196.04,AA,0.96,196.04,"41.775002, -87.696388","37.975708, -87.569907"
1993,1,"Daytona Beach, FL","New York City, NY (Metropolitan Area)",DAB,ISP,935,28,173.42,AA,0.87,174.07,CO,0.07,161.83,"29.207056, -81.020739","40.123164, -75.333718"
1996,4,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",PIT,BWI,210,136,257.36,US,0.97,257.99,US,0.97,257.99,"40.442169, -79.994945","38.892062, -77.019912"
1996,2,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",MCI,LAX,1363,844,118.51,NJ,0.38,74.21,NJ,0.38,74.21,"39.099792, -94.578559","34.052238, -118.243344"
1996,4,"Chicago, IL","Cleveland, OH (Metropolitan Area)",ORD,CAK,344,70,96.13,U2,0.86,85.96,U2,0.86,85.96,"41.775002, -87.696388","41.505546, -81.6915"
1996,2,"Charlotte, NC","Washington, DC (Metropolitan Area)",CLT,DCA,361,218,243.58,US,0.96,243.73,US,0.96,243.73,"35.222936, -80.840161","38.892062, -77.019912"
1996,2,"New York City, NY (Metropolitan Area)","Seattle, WA",ISP,SEA,2448,14,265.17,AA,0.48,259.76,US,0.4,248.1,"40.123164, -75.333718","47.603229, -122.33028"
1993,4,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",BUR,TPA,2158,9,275.74,AA,0.8,274.43,DL,0.02,199.9,"34.052238, -118.243344","37.8606, -78.804199"
1996,2,"Los Angeles, CA (Metropolitan Area)","Portland, OR",ONT,PDX,859,507,99.3,AS,0.66,104.69,WN,0.21,76.75,"34.052238, -118.243344","45.516018, -122.681425"
1996,4,"Savannah, GA","Washington, DC (Metropolitan Area)",SAV,IAD,549,44,136.75,US,0.68,142.8,DL,0.19,122.46,"40.115007, -111.654713","38.892062, -77.019912"
1996,2,"Chicago, IL","Las Vegas, NV",MDW,LAS,1521,955,105.21,WN,0.31,104.12,HP,0.27,103.06,"41.775002, -87.696388","36.169202, -115.140597"
1993,1,"Dallas/Fort Worth, TX","Lubbock, TX",DFW,LBB,293,196,72.62,AA,0.57,70.87,AA,0.57,70.87,"40.11086, -77.035636","41.181125, -96.030508"
1996,4,"Buffalo, NY","New York City, NY (Metropolitan Area)",BUF,LGA,326,632,141.32,US,0.96,140.68,US,0.96,140.68,"39.945422, -78.64671","40.123164, -75.333718"
1993,3,"Chicago, IL","Washington, DC (Metropolitan Area)",MDW,BWI,621,91,98.32,HP,0.46,99.4,WN,0.25,88.61,"41.775002, -87.696388","38.892062, -77.019912"
1994,1,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",PVD,LGB,2611,0,179.4,AA,1.0,179.4,AA,1.0,179.4,"42.358894, -71.056742","34.052238, -118.243344"
1996,2,"Dallas/Fort Worth, TX","Houston, TX",DFW,IAH,252,981,84.19,CO,0.5,85.68,DL,0.11,76.8,"40.11086, -77.035636","29.760803, -95.369506"
1996,4,"Cleveland, OH (Metropolitan Area)","Hartford, CT",CLE,BDL,475,190,229.49,CO,0.87,227.05,NW,0.01,202.5,"41.505546, -81.6915","41.765775, -72.673356"
1993,1,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",IND,ONT,1814,44,263.47,WN,0.31,160.91,WN,0.31,160.91,"39.76845, -86.156212","34.052238, -118.243344"
1993,2,"Daytona Beach, FL","New York City, NY (Metropolitan Area)",DAB,EWR,935,173,143.83,CO,0.81,139.34,AA,0.04,134.34,"29.207056, -81.020739","40.123164, -75.333718"
1994,1,"Albuquerque, NM","Boston, MA (Metropolitan Area)",ABQ,BOS,1974,128,283.81,AA,0.28,298.28,CO,0.1,245.97,"35.084248, -106.649241","42.358894, -71.056742"
1993,2,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",CLE,LAX,2073,368,263.73,CO,0.51,250.72,TW,0.11,232.44,"41.505546, -81.6915","34.052238, -118.243344"
1993,4,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",LGB,FLL,2342,2,242.73,AA,0.81,237.16,AA,0.81,237.16,"34.052238, -118.243344","44.977479, -93.264346"
1996,3,"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",BOS,PHF,487,32,141.17,US,0.78,144.14,UA,0.01,84.1,"42.358894, -71.056742","36.846164, -76.285913"
1994,1,"Hartford, CT","Miami, FL (Metropolitan Area)",BDL,MIA,1194,244,184.88,AA,0.44,192.8,DL,0.19,177.73,"41.765775, -72.673356","44.977479, -93.264346"
1996,4,"New York City, NY (Metropolitan Area)","Omaha, NE",ISP,OMA,1188,1,247.16,US,0.33,166.5,US,0.33,166.5,"40.123164, -75.333718","46.07035, -93.666319"
1996,1,"Houston, TX","Los Angeles, CA (Metropolitan Area)",HOU,ONT,1397,63,171.52,WN,0.82,163.54,WN,0.82,163.54,"29.760803, -95.369506","34.052238, -118.243344"
1996,4,"Boston, MA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",PVD,SFO,2704,80,307.25,US,0.23,307.95,AA,0.21,301.31,"42.358894, -71.056742","37.78008, -122.420168"
1993,4,"Miami, FL (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",FLL,PHF,812,6,129.6,US,0.93,130.45,AA,0.03,127.5,"44.977479, -93.264346","36.846164, -76.285913"
1993,3,"Chicago, IL","Tucson, AZ",CHI,TUS,1442,1,162.38,CO,0.85,165.7,CO,0.85,165.7,"41.775002, -87.696388","35.167852, -103.726151"
1993,1,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",ORD,SNA,1751,569,312.43,AA,0.45,324.5,UA,0.39,290.6,"41.775002, -87.696388","34.052238, -118.243344"
1994,1,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",CVG,BUR,1900,4,391.93,AA,0.8,351.35,AA,0.8,351.35,"39.104427, -84.513808","34.052238, -118.243344"
1993,2,"Chicago, IL","Pittsburgh, PA",CHI,PIT,412,0,130.43,CO,0.66,95.0,CO,0.66,95.0,"41.775002, -87.696388","40.442169, -79.994945"
1993,1,"Chicago, IL","Saginaw/Bay City/Midland, MI",MDW,MBS,222,3,97.28,NW,1.0,97.28,NW,1.0,97.28,"41.775002, -87.696388","40.415483, -120.648932"
1996,2,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",ELP,ONT,714,147,106.56,WN,0.81,101.93,WN,0.81,101.93,"31.76006, -106.492257","34.052238, -118.243344"
1993,3,"Chicago, IL","Fort Myers, FL",ORD,RSW,1120,233,160.66,UA,0.62,160.15,UA,0.62,160.15,"41.775002, -87.696388","40.253979, -103.801495"
1996,2,"Chicago, IL","Cincinnati, OH",CHI,CVG,264,0,206.9,UA,1.0,206.9,UA,1.0,206.9,"41.775002, -87.696388","39.104427, -84.513808"
1993,4,"Las Vegas, NV","Miami, FL (Metropolitan Area)",LAS,FLL,2175,148,222.96,DL,0.53,212.91,DL,0.53,212.91,"36.169202, -115.140597","44.977479, -93.264346"
1993,2,"Madison, WI","New York City, NY (Metropolitan Area)",MSN,EWR,850,71,188.49,NW,0.26,171.84,NW,0.26,171.84,"43.073926, -89.385244","40.123164, -75.333718"
1996,1,"Chicago, IL","Colorado Springs, CO",MDW,COS,918,170,104.63,W7,0.96,103.98,NW,0.01,93.79,"41.775002, -87.696388","38.835224, -104.819798"
1993,1,"Hartford, CT","Houston, TX",BDL,EFD,1519,1,357.97,CO,0.77,373.08,CO,0.77,373.08,"41.765775, -72.673356","29.760803, -95.369506"
1993,4,"New York City, NY (Metropolitan Area)","Savannah, GA",EWR,SAV,757,76,191.65,US,0.47,194.49,DL,0.38,194.31,"40.123164, -75.333718","40.115007, -111.654713"
1996,3,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",ISP,PHF,337,0,371.8,US,1.0,371.8,US,1.0,371.8,"40.123164, -75.333718","36.846164, -76.285913"
1993,1,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",ONT,JFK,2510,33,288.9,HP,0.38,267.84,AA,0.25,249.17,"34.052238, -118.243344","40.123164, -75.333718"
1996,4,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",LAS,SJC,414,600,94.73,WN,0.5,78.56,WN,0.5,78.56,"36.169202, -115.140597","37.78008, -122.420168"
1996,3,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",MSP,BWI,936,275,264.96,NW,0.81,269.73,TW,0.02,151.3,"44.977479, -93.264346","38.892062, -77.019912"
1993,4,"Los Angeles, CA (Metropolitan Area)","San Diego, CA",BUR,SAN,122,1,83.69,DL,0.6,87.66,DL,0.6,87.66,"34.052238, -118.243344","32.71576, -117.163817"
1994,1,"Las Vegas, NV","Washington, DC (Metropolitan Area)",LAS,IAD,2106,120,254.29,UA,0.54,273.03,NW,0.1,169.24,"36.169202, -115.140597","38.892062, -77.019912"
1993,4,"New York City, NY (Metropolitan Area)","Richmond, VA",JFK,RIC,325,1,136.78,US,0.44,123.1,UA,0.22,92.65,"40.123164, -75.333718","37.540759, -77.433932"
1994,1,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",MSP,ISP,1057,10,318.57,US,0.37,338.01,AA,0.3,245.78,"44.977479, -93.264346","40.123164, -75.333718"
1996,1,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",LGA,SRQ,1085,175,143.27,US,0.61,136.87,US,0.61,136.87,"40.123164, -75.333718","27.336483, -82.538602"
1994,1,"Boston, MA (Metropolitan Area)","Indianapolis, IN",PVD,IND,817,28,214.59,US,0.66,223.88,NW,0.14,162.44,"42.358894, -71.056742","39.76845, -86.156212"
1993,1,"Oklahoma City, OK","Washington, DC (Metropolitan Area)",OKC,IAD,1180,35,270.72,AA,0.54,279.67,UA,0.15,266.28,"35.468494, -97.521264","38.892062, -77.019912"
1993,3,"Chicago, IL","Pittsburgh, PA",MDW,PIT,412,83,166.93,US,0.95,168.4,NW,0.02,123.07,"41.775002, -87.696388","40.442169, -79.994945"
1993,3,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",MDW,BUR,1751,23,178.46,WN,0.98,172.85,WN,0.98,172.85,"41.775002, -87.696388","34.052238, -118.243344"
1996,2,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",LAX,FLL,2342,445,197.25,KW,0.52,167.8,KW,0.52,167.8,"34.052238, -118.243344","44.977479, -93.264346"
1996,3,"Oklahoma City, OK","Orlando, FL",OKC,MCO,1068,153,120.15,DL,0.29,117.73,TW,0.18,112.39,"35.468494, -97.521264","28.538331, -81.378879"
1993,3,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",CAK,DFW,1023,14,231.87,DL,0.3,356.82,CO,0.21,169.5,"41.505546, -81.6915","40.11086, -77.035636"
1993,4,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",BHM,LGB,1815,2,312.46,AA,1.0,312.46,AA,1.0,312.46,"33.522859, -86.807705","34.052238, -118.243344"
1994,1,"Atlantic City, NJ","Miami, FL (Metropolitan Area)",ACY,FLL,998,158,110.44,NK,0.94,104.97,NK,0.94,104.97,"33.748547, -84.391502","44.977479, -93.264346"
1993,2,"Houston, TX","Indianapolis, IN",HOU,IND,862,221,110.59,WN,0.85,103.77,TW,0.09,102.55,"29.760803, -95.369506","39.76845, -86.156212"
1993,4,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",EUG,LAX,776,42,141.75,UA,0.84,136.95,UA,0.84,136.95,"37.533089, -75.823024","34.052238, -118.243344"
1994,1,"Huntsville, AL","Washington, DC (Metropolitan Area)",HSV,WAS,640,10,214.56,DL,0.94,214.01,NW,0.01,193.9,"34.729538, -86.585283","38.892062, -77.019912"
1993,2,"Little Rock, AR","New York City, NY (Metropolitan Area)",LIT,JFK,1125,10,212.21,TW,0.63,193.53,TW,0.63,193.53,"34.748745, -92.275105","40.123164, -75.333718"
1994,1,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DTT,LGB,1998,0,963.5,HP,1.0,963.5,HP,1.0,963.5,"42.332916, -83.047853","34.052238, -118.243344"
1994,1,"Austin, TX","Minneapolis/St. Paul, MN",AUS,MSP,1035,98,324.06,NW,0.5,339.56,AA,0.36,311.16,"30.264979, -97.746598","44.977479, -93.264346"
1993,4,"Detroit, MI","Memphis, TN",DTW,MEM,621,152,230.05,NW,0.89,228.45,DL,0.02,187.03,"42.332916, -83.047853","35.143378, -90.052136"
1993,4,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",MSY,SFO,1911,322,220.45,UA,0.4,227.07,CO,0.15,193.53,"29.950621, -90.074948","37.78008, -122.420168"
1996,3,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",EWR,SRQ,1085,202,123.48,CO,0.82,115.24,CO,0.82,115.24,"40.123164, -75.333718","27.336483, -82.538602"
1993,2,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",PVD,WAS,418,1,185.01,CO,0.71,157.58,CO,0.71,157.58,"42.358894, -71.056742","38.892062, -77.019912"
1993,1,"Birmingham, AL","Dallas/Fort Worth, TX",BHM,DFW,597,143,245.39,AA,0.56,237.34,AA,0.56,237.34,"33.522859, -86.807705","40.11086, -77.035636"
1996,3,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CLE,NYC,458,3,143.95,CO,0.89,139.91,CO,0.89,139.91,"41.505546, -81.6915","40.123164, -75.333718"
1996,3,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",LAX,MSY,1671,686,167.66,UA,0.29,177.05,CO,0.24,135.14,"34.052238, -118.243344","29.950621, -90.074948"
