Year,quarter,city1,city2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2
1996,3,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",ABQ,SNA,677,62,178.86,HP,0.89,171.71,HP,0.89,171.71,"35.084248, -106.649241","34.052238, -118.243344"
1993,2,"Boston, MA (Metropolitan Area)","Phoenix, AZ",PVD,PHX,2300,51,267.46,AA,0.38,265.34,UA,0.16,229.47,"42.358894, -71.056742","30.406931, -87.217578"
1993,3,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",BUR,DCA,2329,21,279.7,AA,0.68,264.04,HP,0.13,251.15,"34.052238, -118.243344","38.892062, -77.019912"
1996,4,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",MSP,BWI,936,229,275.2,NW,0.81,276.37,DL,0.01,178.18,"44.977479, -93.264346","38.892062, -77.019912"
1996,4,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",MCI,LAX,1363,907,108.37,NJ,0.24,92.74,WN,0.13,89.32,"39.099792, -94.578559","34.052238, -118.243344"
1996,3,"Austin, TX","New York City, NY (Metropolitan Area)",AUS,LGA,1556,168,337.7,AA,0.62,359.98,CO,0.12,263.77,"30.264979, -97.746598","40.123164, -75.333718"
1996,1,"Boston, MA (Metropolitan Area)","Cincinnati, OH",BOS,CVG,752,206,284.2,DL,0.87,285.08,CO,0.02,153.73,"42.358894, -71.056742","39.104427, -84.513808"
1996,4,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",LIT,SNA,1494,14,264.98,AA,0.54,264.21,DL,0.19,246.1,"34.748745, -92.275105","34.052238, -118.243344"
1993,2,"New York City, NY (Metropolitan Area)","Richmond, VA",SWF,RIC,325,4,195.73,US,0.69,210.01,AA,0.23,160.31,"40.123164, -75.333718","37.540759, -77.433932"
1996,4,"Melbourne, FL","Washington, DC (Metropolitan Area)",MLB,IAD,796,29,185.28,US,0.61,169.54,US,0.61,169.54,"28.079931, -80.603516","38.892062, -77.019912"
1996,3,"San Antonio, TX","San Francisco, CA (Metropolitan Area)",SAT,OAK,1482,111,131.88,WN,0.43,129.96,DL,0.25,110.56,"29.425173, -98.494599","37.78008, -122.420168"
1996,4,"El Paso, TX","New York City, NY (Metropolitan Area)",ELP,EWR,1944,69,252.62,AA,0.51,249.31,DL,0.11,235.22,"31.76006, -106.492257","40.123164, -75.333718"
1993,4,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",GSP,LGA,643,216,151.97,US,0.77,161.43,AA,0.11,105.34,"44.513288, -88.013256","40.123164, -75.333718"
1996,1,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",ONT,MEM,1619,24,315.72,AA,0.34,285.4,AA,0.34,285.4,"34.052238, -118.243344","35.143378, -90.052136"
1994,1,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",LAX,TUS,453,506,79.38,DL,0.65,81.96,KN,0.21,65.62,"34.052238, -118.243344","35.167852, -103.726151"
1993,3,"Orlando, FL","San Francisco, CA (Metropolitan Area)",MCO,OAK,2445,48,236.05,DL,0.4,229.47,HP,0.11,214.49,"28.538331, -81.378879","37.78008, -122.420168"
1996,4,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",ATL,FLL,595,1589,101.91,DL,0.66,113.81,J7,0.31,71.66,"33.748547, -84.391502","44.977479, -93.264346"
1994,1,"New York City, NY (Metropolitan Area)","Sacramento, CA",EWR,SMF,2553,57,402.42,UA,0.33,403.93,AA,0.16,347.35,"40.123164, -75.333718","38.582087, -121.50012"
1996,3,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",CVG,ONT,1900,52,235.8,DL,0.75,238.48,UA,0.05,185.73,"39.104427, -84.513808","34.052238, -118.243344"
1996,2,"New York City, NY (Metropolitan Area)","Savannah, GA",ISP,SAV,757,9,171.48,US,0.96,172.37,US,0.96,172.37,"40.123164, -75.333718","40.115007, -111.654713"
1993,3,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",DFW,JAN,408,125,195.15,DL,0.62,190.06,DL,0.62,190.06,"40.11086, -77.035636","30.325968, -81.65676"
1996,2,"Houston, TX","Washington, DC (Metropolitan Area)",HOU,BWI,1246,258,138.63,WN,0.74,130.3,TW,0.05,126.08,"29.760803, -95.369506","38.892062, -77.019912"
1993,4,"Cincinnati, OH","New York City, NY (Metropolitan Area)",CVG,HPN,626,15,270.65,US,0.58,251.17,US,0.58,251.17,"39.104427, -84.513808","40.123164, -75.333718"
1996,2,"Salt Lake City, UT","Washington, DC (Metropolitan Area)",SLC,DCA,1864,139,220.15,DL,0.31,284.42,AA,0.27,176.95,"40.758478, -111.888142","38.892062, -77.019912"
1996,2,"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",ATL,RSW,515,347,102.35,DL,0.74,107.35,J7,0.23,82.74,"33.748547, -84.391502","40.253979, -103.801495"
1993,3,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",GSP,LGA,643,209,144.77,US,0.83,145.92,NW,0.04,80.8,"44.513288, -88.013256","40.123164, -75.333718"
1996,4,"Chicago, IL","Dallas/Fort Worth, TX",CHI,DFW,802,0,548.75,AA,0.5,377.5,AA,0.5,377.5,"41.775002, -87.696388","40.11086, -77.035636"
1996,3,"Houston, TX","Little Rock, AR",EFD,LIT,393,1,95.15,RU,1.0,95.15,RU,1.0,95.15,"29.760803, -95.369506","34.748745, -92.275105"
1994,1,"Columbia, SC","New York City, NY (Metropolitan Area)",CAE,SWF,648,7,186.63,DL,0.5,182.05,DL,0.5,182.05,"39.962649, -82.996216","40.123164, -75.333718"
1996,2,"Amarillo, TX","Houston, TX",AMA,HOU,538,180,99.22,WN,0.97,98.87,WN,0.97,98.87,"35.207009, -101.832013","29.760803, -95.369506"
1996,3,"Jacksonville, FL","Norfolk, VA (Metropolitan Area)",JAX,PHF,547,7,119.76,US,0.97,119.06,US,0.97,119.06,"30.325968, -81.65676","36.846164, -76.285913"
1994,1,"Boston, MA (Metropolitan Area)","Kansas City, MO",BOS,MCI,1256,173,285.92,US,0.37,303.87,TW,0.14,275.56,"42.358894, -71.056742","39.099792, -94.578559"
1993,3,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",SFO,SBA,263,108,133.96,UA,0.85,132.39,UA,0.85,132.39,"37.78008, -122.420168","34.420867, -119.698342"
1993,1,"Raleigh/Durham, NC","San Francisco, CA (Metropolitan Area)",RDU,SFO,2400,96,357.81,AA,0.41,348.0,US,0.1,293.48,"42.673348, -72.179683","37.78008, -122.420168"
1993,2,"Melbourne, FL","New York City, NY (Metropolitan Area)",MLB,ISP,995,22,142.68,AA,0.52,144.93,CO,0.24,122.79,"28.079931, -80.603516","40.123164, -75.333718"
1996,3,"New York City, NY (Metropolitan Area)","Portland, OR",ISP,PDX,2482,9,248.75,AA,0.95,242.37,AA,0.95,242.37,"40.123164, -75.333718","45.516018, -122.681425"
1996,2,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",ATL,SJC,2139,196,238.66,DL,0.27,235.7,UA,0.24,177.16,"33.748547, -84.391502","37.78008, -122.420168"
1993,4,"Detroit, MI","Jacksonville, FL",DTT,JAX,820,1,154.42,DL,1.0,154.42,DL,1.0,154.42,"42.332916, -83.047853","30.325968, -81.65676"
1993,2,"Houston, TX","Portland, OR",IAH,PDX,1850,109,274.13,CO,0.57,238.02,HP,0.1,237.24,"29.760803, -95.369506","45.516018, -122.681425"
1996,3,"Chicago, IL","Rochester, NY",ORD,ROC,528,261,265.52,UA,0.5,280.57,AA,0.41,246.44,"41.775002, -87.696388","43.155708, -77.612547"
1996,2,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",BHM,LAX,1815,123,215.09,DL,0.28,254.65,WN,0.26,168.99,"33.522859, -86.807705","34.052238, -118.243344"
1996,2,"Fort Myers, FL","Milwaukee, WI",FMY,MKE,1183,1,166.8,YX,1.0,166.8,YX,1.0,166.8,"40.253979, -103.801495","43.041072, -87.909421"
1993,2,"Fort Myers, FL","Washington, DC (Metropolitan Area)",RSW,IAD,919,37,154.25,UA,0.5,146.11,AA,0.14,129.8,"40.253979, -103.801495","38.892062, -77.019912"
1993,3,"Columbus, OH","New York City, NY (Metropolitan Area)",CMH,NYC,519,2,151.96,DL,0.52,105.67,DL,0.52,105.67,"39.962649, -82.996216","40.123164, -75.333718"
1996,2,"Boston, MA (Metropolitan Area)","Houston, TX",PVD,IAH,1609,39,348.26,US,0.31,389.11,AA,0.18,279.31,"42.358894, -71.056742","29.760803, -95.369506"
1996,3,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",CLE,DCA,314,148,221.74,CO,0.93,221.4,US,0.02,206.36,"41.505546, -81.6915","38.892062, -77.019912"
1996,4,"New York City, NY (Metropolitan Area)","Pensacola, FL",LGA,PNS,1063,71,165.33,DL,0.61,157.62,DL,0.61,157.62,"40.123164, -75.333718","30.406931, -87.217578"
1996,1,"Chicago, IL","Sacramento, CA",ORD,SMF,1790,230,271.29,UA,0.73,274.19,NW,0.03,123.43,"41.775002, -87.696388","38.582087, -121.50012"
1993,3,"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",MHT,CAK,563,3,153.06,US,0.8,141.86,NW,0.08,117.5,"42.358894, -71.056742","41.505546, -81.6915"
1993,2,"Houston, TX","Miami, FL (Metropolitan Area)",EFD,FLL,965,3,191.77,CO,0.96,192.79,CO,0.96,192.79,"29.760803, -95.369506","44.977479, -93.264346"
1993,2,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",LAX,PBI,2330,131,293.12,DL,0.55,309.36,AA,0.11,276.87,"34.052238, -118.243344","33.90976, -98.500854"
1996,3,"Milwaukee, WI","New York City, NY (Metropolitan Area)",MKE,LGA,777,341,196.13,YX,0.71,203.81,NW,0.08,154.51,"43.041072, -87.909421","40.123164, -75.333718"
1996,3,"Charlotte, NC","Detroit, MI",CLT,DTW,500,225,234.97,NW,0.5,233.06,NW,0.5,233.06,"35.222936, -80.840161","42.332916, -83.047853"
1993,1,"Kansas City, MO","New York City, NY (Metropolitan Area)",MCI,EWR,1148,245,281.04,CO,0.7,272.51,TW,0.04,241.0,"39.099792, -94.578559","40.123164, -75.333718"
1993,3,"Asheville, NC","New York City, NY (Metropolitan Area)",AVL,EWR,633,36,175.89,US,0.66,175.05,DL,0.24,171.06,"35.595889, -82.550039","40.123164, -75.333718"
1993,3,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",CVG,BUR,1900,4,361.16,AA,0.75,369.02,DL,0.1,147.17,"39.104427, -84.513808","34.052238, -118.243344"
1994,1,"Dallas/Fort Worth, TX","Richmond, VA",DFW,RIC,1158,112,330.97,AA,0.73,318.81,AA,0.73,318.81,"40.11086, -77.035636","37.540759, -77.433932"
1996,2,"Columbia, SC","New York City, NY (Metropolitan Area)",CAE,LGA,648,108,155.29,US,0.57,148.45,US,0.57,148.45,"39.962649, -82.996216","40.123164, -75.333718"
1993,3,"Nashville, TN","New York City, NY (Metropolitan Area)",BNA,LGA,803,340,233.28,AA,0.89,231.64,US,0.03,199.69,"36.166687, -86.779932","40.123164, -75.333718"
1993,3,"Chicago, IL","Indianapolis, IN",MDW,IND,177,0,212.72,DL,0.25,432.9,TW,0.25,138.5,"41.775002, -87.696388","39.76845, -86.156212"
1993,3,"New York City, NY (Metropolitan Area)","St. Louis, MO",NYC,STL,928,4,144.38,DL,0.77,124.28,DL,0.77,124.28,"40.123164, -75.333718","38.630276, -90.200309"
1996,3,"Charleston, SC","New York City, NY (Metropolitan Area)",CHS,SWF,678,5,134.32,DL,0.39,151.43,JI,0.27,115.5,"32.77647, -79.931027","40.123164, -75.333718"
1993,4,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",CLE,ONT,2073,65,272.63,AA,0.26,304.09,WN,0.13,169.2,"41.505546, -81.6915","34.052238, -118.243344"
1994,1,"Charlotte, NC","Minneapolis/St. Paul, MN",CLT,MSP,930,111,274.4,US,0.75,262.79,NW,0.08,182.36,"35.222936, -80.840161","44.977479, -93.264346"
1996,4,"New York City, NY (Metropolitan Area)","Syracuse, NY",HPN,SYR,222,1,245.88,US,1.0,245.88,US,1.0,245.88,"40.123164, -75.333718","43.047945, -76.147448"
1996,2,"Key West, FL","New York City, NY (Metropolitan Area)",EYW,JFK,1249,16,165.59,AA,0.71,156.72,AA,0.71,156.72,"70.129129, -143.63129","40.123164, -75.333718"
1996,1,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",BUF,LAX,2217,93,295.98,AA,0.29,334.14,CO,0.1,226.77,"39.945422, -78.64671","34.052238, -118.243344"
1996,3,"Boston, MA (Metropolitan Area)","New Orleans, LA",MHT,MSY,1371,17,195.84,US,0.53,186.04,UA,0.16,185.12,"42.358894, -71.056742","29.950621, -90.074948"
1994,1,"Chicago, IL","Rochester, NY",MDW,ROC,528,13,122.72,US,0.52,139.95,CO,0.15,55.9,"41.775002, -87.696388","43.155708, -77.612547"
1993,1,"Boston, MA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",BOS,PIE,1204,0,99.0,TZ,1.0,99.0,TZ,1.0,99.0,"42.358894, -71.056742","37.8606, -78.804199"
1996,2,"Austin, TX","New York City, NY (Metropolitan Area)",AUS,ISP,1556,10,271.03,AA,0.79,274.35,US,0.15,251.07,"30.264979, -97.746598","40.123164, -75.333718"
1993,3,"Chicago, IL","St. Louis, MO",MDW,STL,258,774,64.79,WN,0.77,62.48,WN,0.77,62.48,"41.775002, -87.696388","38.630276, -90.200309"
1994,1,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)",SLC,SJC,599,408,89.76,DL,0.8,94.47,KN,0.16,60.58,"40.758478, -111.888142","37.78008, -122.420168"
1994,1,"Hartford, CT","Washington, DC (Metropolitan Area)",BDL,BWI,326,141,210.66,US,0.92,215.34,CO,0.05,142.97,"41.765775, -72.673356","38.892062, -77.019912"
1996,3,"Houston, TX","Oklahoma City, OK",IAH,OKC,423,222,104.27,CO,0.88,104.47,WN,0.07,91.45,"29.760803, -95.369506","35.468494, -97.521264"
1993,2,"Boston, MA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",MHT,PBI,1222,22,178.79,US,0.43,194.59,CO,0.25,142.87,"42.358894, -71.056742","33.90976, -98.500854"
1993,2,"Columbus, OH","Miami, FL (Metropolitan Area)",CMH,FLL,990,114,168.62,DL,0.53,172.98,US,0.27,169.58,"39.962649, -82.996216","44.977479, -93.264346"
1993,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",IAH,SFO,1657,423,309.62,CO,0.72,312.16,HP,0.07,211.92,"29.760803, -95.369506","37.78008, -122.420168"
1993,2,"Fresno, CA","Los Angeles, CA (Metropolitan Area)",FAT,LGB,238,0,167.3,OE,0.66,151.7,OE,0.66,151.7,"36.731654, -119.785856","34.052238, -118.243344"
1993,3,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",ISP,BWI,265,2,164.53,US,0.64,178.1,CO,0.11,53.0,"40.123164, -75.333718","38.892062, -77.019912"
1996,3,"New York City, NY (Metropolitan Area)","Orlando, FL",JFK,MCO,989,727,105.27,TW,0.53,98.09,TW,0.53,98.09,"40.123164, -75.333718","28.538331, -81.378879"
1993,2,"Miami, FL (Metropolitan Area)","San Antonio, TX",FLL,SAT,1145,56,205.86,DL,0.52,215.3,CO,0.22,180.99,"44.977479, -93.264346","29.425173, -98.494599"
1993,3,"El Paso, TX","Houston, TX",ELP,EFD,684,1,103.49,CO,1.0,103.49,CO,1.0,103.49,"31.76006, -106.492257","29.760803, -95.369506"
1993,1,"Daytona Beach, FL","New York City, NY (Metropolitan Area)",DAB,SWF,935,21,188.85,AA,0.79,178.41,AA,0.79,178.41,"29.207056, -81.020739","40.123164, -75.333718"
1993,1,"Houston, TX","San Francisco, CA (Metropolitan Area)",IAH,SJC,1657,105,276.44,CO,0.46,221.27,CO,0.46,221.27,"29.760803, -95.369506","37.78008, -122.420168"
1993,4,"Milwaukee, WI","New York City, NY (Metropolitan Area)",MKE,EWR,777,265,167.09,YX,0.61,185.51,NW,0.14,125.54,"43.041072, -87.909421","40.123164, -75.333718"
1993,3,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DTW,LGB,1998,7,278.13,AA,0.93,255.69,AA,0.93,255.69,"42.332916, -83.047853","34.052238, -118.243344"
1993,3,"Boston, MA (Metropolitan Area)","Nashville, TN",MHT,BNA,943,10,207.78,US,0.57,202.61,UA,0.25,160.66,"42.358894, -71.056742","36.166687, -86.779932"
1993,4,"Houston, TX","Washington, DC (Metropolitan Area)",HOU,WAS,1246,5,269.99,DL,0.93,263.5,DL,0.93,263.5,"29.760803, -95.369506","38.892062, -77.019912"
1996,3,"Boston, MA (Metropolitan Area)","Chicago, IL",PVD,MDW,867,3,172.31,NW,0.51,210.25,CO,0.37,126.11,"42.358894, -71.056742","41.775002, -87.696388"
1993,3,"Boston, MA (Metropolitan Area)","Detroit, MI",BOS,DTT,632,0,152.0,DL,1.0,152.0,DL,1.0,152.0,"42.358894, -71.056742","42.332916, -83.047853"
1993,2,"Boston, MA (Metropolitan Area)","Houston, TX",PVD,HOU,1609,12,309.64,UA,0.34,297.58,UA,0.34,297.58,"42.358894, -71.056742","29.760803, -95.369506"
1996,4,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",BOS,DCA,418,1542,198.42,US,0.92,202.21,CO,0.02,124.35,"42.358894, -71.056742","38.892062, -77.019912"
1996,4,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CAK,SWF,458,1,167.83,US,1.0,167.83,US,1.0,167.83,"41.505546, -81.6915","40.123164, -75.333718"
1996,1,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)",TPA,BWI,842,743,112.49,US,0.59,122.09,WN,0.27,89.39,"37.8606, -78.804199","38.892062, -77.019912"
1996,3,"New York City, NY (Metropolitan Area)","Seattle, WA",ISP,SEA,2448,18,287.89,AA,0.6,249.34,AA,0.6,249.34,"40.123164, -75.333718","47.603229, -122.33028"
1996,4,"Fort Myers, FL","Washington, DC (Metropolitan Area)",RSW,WAS,919,1,99.81,US,0.5,100.83,US,0.5,100.83,"40.253979, -103.801495","38.892062, -77.019912"
1996,1,"Boston, MA (Metropolitan Area)","Salt Lake City, UT",PVD,SLC,2105,17,326.3,DL,0.45,349.74,AA,0.32,290.71,"42.358894, -71.056742","40.758478, -111.888142"
1993,3,"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL",IAD,PBI,883,36,145.43,UA,0.39,135.6,AA,0.13,117.07,"38.892062, -77.019912","33.90976, -98.500854"
1996,2,"Los Angeles, CA (Metropolitan Area)","Springfield, MO",LAX,SGF,1423,74,200.49,AA,0.33,201.42,NW,0.11,143.87,"34.052238, -118.243344","39.79936, -89.643624"
1996,2,"Melbourne, FL","New York City, NY (Metropolitan Area)",MLB,ISP,995,30,120.38,US,0.96,119.61,US,0.96,119.61,"28.079931, -80.603516","40.123164, -75.333718"
1993,2,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",DET,LAX,1998,45,195.49,WN,1.0,195.49,WN,1.0,195.49,"42.332916, -83.047853","34.052238, -118.243344"
1996,4,"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",MHT,BWI,418,21,210.63,US,0.71,210.01,US,0.71,210.01,"42.358894, -71.056742","38.892062, -77.019912"
1996,3,"Houston, TX","Oklahoma City, OK",HOU,OKC,423,340,92.34,WN,0.97,92.16,WN,0.97,92.16,"29.760803, -95.369506","35.468494, -97.521264"
1993,3,"San Francisco, CA (Metropolitan Area)","Syracuse, NY",OAK,SYR,2440,10,271.26,UA,0.8,256.92,DL,0.05,200.7,"37.78008, -122.420168","43.047945, -76.147448"
1994,1,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",ATL,IAD,576,606,122.6,DL,0.73,118.87,TW,0.18,106.92,"33.748547, -84.391502","38.892062, -77.019912"
1993,1,"Denver, CO","Los Angeles, CA (Metropolitan Area)",DEN,LAX,849,979,214.4,UA,0.58,213.69,CO,0.28,209.26,"39.738453, -104.984853","34.052238, -118.243344"
1993,3,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",EWR,SRQ,1085,193,161.1,CO,0.81,153.41,CO,0.81,153.41,"40.123164, -75.333718","27.336483, -82.538602"
1996,4,"Indianapolis, IN","Washington, DC (Metropolitan Area)",IND,DCA,515,325,204.36,US,0.81,216.31,CO,0.01,121.59,"39.76845, -86.156212","38.892062, -77.019912"
1996,2,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",BUR,PHL,2401,13,327.33,UA,0.42,351.35,AA,0.35,296.48,"34.052238, -118.243344","39.951061, -75.16562"
1993,3,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CLE,JFK,458,114,112.77,TW,0.94,107.55,TW,0.94,107.55,"41.505546, -81.6915","40.123164, -75.333718"
1993,1,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",GSO,SWF,493,6,212.13,AA,0.5,200.71,AA,0.5,200.71,"36.072701, -79.793899","40.123164, -75.333718"
1993,2,"Miami, FL (Metropolitan Area)","Salt Lake City, UT",FLL,SLC,2088,39,277.8,DL,0.8,291.27,TW,0.01,124.88,"44.977479, -93.264346","40.758478, -111.888142"
1993,1,"Detroit, MI","San Francisco, CA (Metropolitan Area)",DET,OAK,2095,11,206.85,WN,1.0,206.85,WN,1.0,206.85,"42.332916, -83.047853","37.78008, -122.420168"
1996,3,"Boston, MA (Metropolitan Area)","Greenville/Spartanburg, SC",PVD,GSP,802,29,164.46,US,0.64,162.48,DL,0.2,159.1,"42.358894, -71.056742","44.513288, -88.013256"
1993,1,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",CLT,SFO,2296,85,396.84,US,0.7,376.79,TW,0.03,215.7,"35.222936, -80.840161","37.78008, -122.420168"
1993,1,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",CLE,IAD,314,72,226.03,ZW,0.48,234.82,CO,0.16,201.87,"41.505546, -81.6915","38.892062, -77.019912"
1993,4,"Dayton, OH","New York City, NY (Metropolitan Area)",DAY,EWR,590,138,195.06,US,0.79,198.21,CO,0.09,158.69,"39.760982, -84.192203","40.123164, -75.333718"
1993,3,"Cincinnati, OH","Washington, DC (Metropolitan Area)",CVG,BWI,430,130,202.25,DL,0.82,197.35,AA,0.01,167.49,"39.104427, -84.513808","38.892062, -77.019912"
1996,3,"Boston, MA (Metropolitan Area)","Jacksonville, FL",PVD,JAX,1028,68,127.75,US,0.47,129.88,US,0.47,129.88,"42.358894, -71.056742","30.325968, -81.65676"
1996,1,"New York City, NY (Metropolitan Area)","Portland, ME",LGA,PWM,284,59,177.0,HQ,0.53,180.69,DL,0.4,168.77,"40.123164, -75.333718","45.516018, -122.681425"
1993,2,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",CAK,MIA,1080,25,177.69,US,0.55,158.46,US,0.55,158.46,"41.505546, -81.6915","44.977479, -93.264346"
1993,1,"New York City, NY (Metropolitan Area)","Orlando, FL",EWR,MCO,989,2163,136.8,CO,0.45,133.01,KP,0.17,121.46,"40.123164, -75.333718","28.538331, -81.378879"
1993,2,"Grand Rapids, MI","Washington, DC (Metropolitan Area)",GRR,WAS,528,1,103.74,CO,0.4,108.97,YX,0.2,90.5,"47.925705, -97.036068","38.892062, -77.019912"
1993,4,"Houston, TX","Minneapolis/St. Paul, MN",EFD,MSP,1059,1,172.41,CO,1.0,172.41,CO,1.0,172.41,"29.760803, -95.369506","44.977479, -93.264346"
1993,4,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",MSP,WAS,936,1,260.37,CO,0.6,106.98,CO,0.6,106.98,"44.977479, -93.264346","38.892062, -77.019912"
1996,2,"Chicago, IL","New York City, NY (Metropolitan Area)",ORD,JFK,773,179,158.42,TW,0.69,142.18,TW,0.69,142.18,"41.775002, -87.696388","40.123164, -75.333718"
1993,4,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",SFO,TPA,2393,208,278.76,DL,0.36,280.81,CO,0.11,256.51,"37.78008, -122.420168","37.8606, -78.804199"
1993,2,"Eugene, OR","San Francisco, CA (Metropolitan Area)",EUG,OAK,471,4,178.61,AS,0.72,169.4,AS,0.72,169.4,"37.533089, -75.823024","37.78008, -122.420168"
1994,1,"Tulsa, OK","Washington, DC (Metropolitan Area)",TUL,IAD,1071,15,263.44,AA,0.7,269.99,TW,0.16,226.25,"61.096484, -160.967455","38.892062, -77.019912"
1996,2,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",CAK,SWF,458,3,228.27,US,0.83,219.59,US,0.83,219.59,"41.505546, -81.6915","40.123164, -75.333718"
1993,2,"Chicago, IL","San Francisco, CA (Metropolitan Area)",CHI,SJC,1855,1,183.2,CO,0.44,180.25,TW,0.44,155.27,"41.775002, -87.696388","37.78008, -122.420168"
1993,3,"New Orleans, LA","New York City, NY (Metropolitan Area)",MSY,HPN,1218,8,249.09,NW,0.35,206.17,NW,0.35,206.17,"29.950621, -90.074948","40.123164, -75.333718"
1994,1,"Aspen, CO","New York City, NY (Metropolitan Area)",ASE,NYC,1784,3,271.99,CO,1.0,271.99,CO,1.0,271.99,"39.190665, -106.819201","40.123164, -75.333718"
